*YYYYMMDD,HHMMSS,JJJJJ.JJJJ,X,Y,Z,Sx,Sy,Sz,Rxy,Rxz,Ryz,NLat,Elong,Height,dN,dE,dU,Sn,Se,Su,Rne,Rnu,Reu,Soln
20061104,120000,54043.5,-2735813.301,-4013142.377,4121159.086,0.00308,0.00434,0.0041,0.823,-0.781,-0.833,40.50478643,235.717218,608.22817,-0.10335,-0.00123,0.00033,0.00177,0.00149,0.00631,-0.022,-0.151,0.039,repro
20061105,120000,54044.5,-2735813.299,-4013142.378,4121159.085,0.003,0.00421,0.00402,0.823,-0.778,-0.83,40.50478643,235.717218,608.22658,-0.10392,0.00042,-0.00127,0.00174,0.00145,0.00614,-0.014,-0.134,0.031,repro
20061106,120000,54045.5,-2735813.301,-4013142.381,4121159.088,0.00279,0.00389,0.00373,0.824,-0.778,-0.83,40.50478642,235.717218,608.23171,-0.10425,0.00068,0.00386,0.00162,0.00134,0.00569,-0.014,-0.13,0.026,repro
20061107,120000,54046.5,-2735813.303,-4013142.381,4121159.091,0.00306,0.00429,0.00407,0.827,-0.783,-0.827,40.50478645,235.717218,608.23445,-0.10192,-0.0011,0.00661,0.00178,0.00146,0.00625,-0.037,-0.147,0.023,repro
20061108,120000,54047.5,-2735813.305,-4013142.385,4121159.091,0.00325,0.00452,0.00433,0.831,-0.786,-0.831,40.50478642,235.717218,608.23761,-0.10493,-0.00029,0.00977,0.00187,0.00152,0.00662,-0.022,-0.136,0.009,repro
20061109,120000,54048.5,-2735813.303,-4013142.379,4121159.087,0.00298,0.00418,0.00394,0.833,-0.791,-0.832,40.50478642,235.717218,608.2304,-0.10456,-0.00134,0.00256,0.00171,0.0014,0.00608,-0.042,-0.166,0.022,repro
20061110,120000,54049.5,-2735813.302,-4013142.379,4121159.088,0.00283,0.00397,0.00374,0.831,-0.789,-0.831,40.50478644,235.717218,608.23083,-0.10304,-0.00089,0.00298,0.00162,0.00133,0.00577,-0.041,-0.163,0.021,repro
20061111,120000,54050.5,-2735813.304,-4013142.382,4121159.09,0.00308,0.00438,0.00414,0.826,-0.781,-0.826,40.50478643,235.717218,608.23438,-0.10416,-0.00046,0.00653,0.00182,0.00148,0.00635,-0.047,-0.146,0.05,repro
20061112,120000,54051.5,-2735813.301,-4013142.379,4121159.087,0.00273,0.00378,0.00357,0.836,-0.788,-0.827,40.50478643,235.717218,608.22959,-0.10411,-0.00009,0.00175,0.00157,0.00126,0.00552,-0.032,-0.167,-0.002,repro
20061113,120000,54052.5,-2735813.304,-4013142.386,4121159.098,0.00378,0.00526,0.00501,0.83,-0.784,-0.826,40.50478646,235.717218,608.24264,-0.1001,0.0011,0.0148,0.0022,0.00178,0.00769,-0.036,-0.143,0.011,repro
20061114,120000,54053.5,-2735813.304,-4013142.384,4121159.089,0.00302,0.00418,0.00401,0.834,-0.788,-0.833,40.50478641,235.717218,608.23528,-0.10551,0.0003,0.00744,0.00173,0.0014,0.00615,-0.02,-0.137,0.004,repro
20061115,120000,54054.5,-2735813.301,-4013142.381,4121159.091,0.00294,0.0041,0.00395,0.829,-0.784,-0.833,40.50478644,235.717218,608.23349,-0.10223,0.00075,0.00564,0.00169,0.00139,0.00602,-0.014,-0.12,0.018,repro
20061116,120000,54055.5,-2735813.302,-4013142.383,4121159.091,0.00324,0.00455,0.00442,0.833,-0.784,-0.835,40.50478643,235.717218,608.23507,-0.10315,0.00074,0.00723,0.00188,0.00152,0.0067,-0.01,-0.106,0.03,repro
20061117,120000,54056.5,-2735813.305,-4013142.384,4121159.092,0.00276,0.00385,0.00371,0.816,-0.777,-0.831,40.50478643,235.717218,608.23716,-0.10412,-0.0004,0.00931,0.00159,0.00136,0.00565,-0.017,-0.117,0.027,repro
20061118,120000,54057.5,-2735813.302,-4013142.382,4121159.09,0.00292,0.00411,0.00395,0.83,-0.783,-0.832,40.50478644,235.717218,608.23383,-0.10292,0.00021,0.00598,0.0017,0.00138,0.00602,-0.021,-0.121,0.032,repro
20061119,120000,54058.5,-2735813.3,-4013142.375,4121159.091,0.00332,0.00464,0.0046,0.83,-0.784,-0.837,40.50478648,235.717218,608.22893,-0.09813,-0.00108,0.00108,0.00192,0.00157,0.0069,-0.005,-0.07,0.029,repro
20061120,120000,54059.5,-2735813.3,-4013142.377,4121159.087,0.00291,0.00408,0.00395,0.829,-0.779,-0.833,40.50478644,235.717218,608.22805,-0.1022,-0.00044,0.0002,0.00169,0.00138,0.00599,-0.005,-0.113,0.033,repro
20061121,120000,54060.5,-2735813.299,-4013142.375,4121159.09,0.00286,0.00403,0.0039,0.827,-0.783,-0.835,40.50478648,235.717218,608.22811,-0.09848,-0.00012,0.00026,0.00166,0.00136,0.00592,-0.02,-0.107,0.043,repro
20061122,120000,54061.5,-2735813.3,-4013142.377,4121159.093,0.00304,0.00432,0.00421,0.831,-0.78,-0.834,40.50478648,235.717218,608.23133,-0.09755,-0.00024,0.00348,0.00179,0.00144,0.00635,-0.012,-0.091,0.052,repro
20061123,120000,54062.5,-2735813.299,-4013142.377,4121159.085,0.00306,0.00432,0.00412,0.818,-0.778,-0.832,40.50478643,235.717218,608.22629,-0.10333,0.00027,-0.00155,0.00177,0.0015,0.00629,-0.025,-0.131,0.048,repro
20061124,120000,54063.5,-2735813.301,-4013142.377,4121159.086,0.00282,0.00401,0.00384,0.831,-0.78,-0.839,40.50478643,235.717218,608.228,-0.10344,-0.00115,0.00016,0.00163,0.00133,0.00586,0.001,-0.122,0.058,repro
20061125,120000,54064.5,-2735813.301,-4013142.378,4121159.086,0.0027,0.0038,0.00367,0.825,-0.778,-0.834,40.50478643,235.717218,608.2277,-0.10391,-0.00036,-0.00015,0.00157,0.0013,0.00557,-0.009,-0.113,0.044,repro
20061126,120000,54065.5,-2735813.301,-4013142.379,4121159.086,0.00295,0.00416,0.00401,0.829,-0.782,-0.835,40.50478643,235.717218,608.2287,-0.104,0.00014,0.00086,0.00171,0.0014,0.0061,-0.014,-0.115,0.04,repro
20061127,120000,54066.5,-2735813.301,-4013142.378,4121159.086,0.00274,0.0039,0.00373,0.827,-0.781,-0.836,40.50478643,235.717218,608.22786,-0.10405,-0.00105,0.00002,0.00159,0.00131,0.00569,-0.018,-0.124,0.057,repro
20061128,120000,54067.5,-2735813.301,-4013142.38,4121159.085,0.00274,0.00388,0.00373,0.826,-0.781,-0.834,40.50478641,235.717218,608.22924,-0.10587,0.00014,0.0014,0.00159,0.00131,0.00567,-0.018,-0.116,0.05,repro
20061129,120000,54068.5,-2735813.3,-4013142.379,4121159.09,0.0026,0.0037,0.00355,0.814,-0.776,-0.832,40.50478645,235.717218,608.23102,-0.10119,0.00074,0.00318,0.00152,0.00129,0.00539,-0.027,-0.114,0.061,repro
20061130,120000,54069.5,-2735813.299,-4013142.376,4121159.085,0.00283,0.004,0.00385,0.814,-0.777,-0.828,40.50478643,235.717218,608.22533,-0.10323,-0.00007,-0.00252,0.00166,0.00141,0.00585,-0.036,-0.11,0.047,repro
20061201,120000,54070.5,-2735813.299,-4013142.376,4121159.085,0.00286,0.00404,0.00388,0.828,-0.783,-0.836,40.50478644,235.717218,608.22572,-0.10265,0.00008,-0.00212,0.00165,0.00136,0.00591,-0.015,-0.119,0.044,repro
20061202,120000,54071.5,-2735813.299,-4013142.377,4121159.085,0.00268,0.00386,0.00363,0.831,-0.784,-0.838,40.50478643,235.717218,608.22578,-0.10324,0.00018,-0.00205,0.00155,0.00128,0.00559,-0.029,-0.152,0.079,repro
20061203,120000,54072.5,-2735813.299,-4013142.376,4121159.085,0.00269,0.00384,0.00366,0.837,-0.788,-0.838,40.50478644,235.717218,608.22571,-0.10265,-0.00006,-0.00213,0.00156,0.00125,0.00561,-0.024,-0.132,0.06,repro
20061204,120000,54073.5,-2735813.299,-4013142.376,4121159.087,0.00272,0.00387,0.00381,0.828,-0.781,-0.836,40.50478645,235.717218,608.22691,-0.10137,0.00004,-0.00093,0.0016,0.0013,0.00571,-0.013,-0.072,0.058,repro
20061205,120000,54074.5,-2735813.3,-4013142.377,4121159.086,0.00245,0.00354,0.00347,0.829,-0.785,-0.842,40.50478644,235.717218,608.22685,-0.10279,-0.00032,-0.00099,0.00143,0.00117,0.00521,-0.014,-0.071,0.083,repro
20061206,120000,54075.5,-2735813.301,-4013142.378,4121159.087,0.00254,0.00359,0.00355,0.818,-0.775,-0.836,40.50478644,235.717218,608.22885,-0.10268,-0.00101,0.00101,0.00148,0.00124,0.00531,-0.001,-0.061,0.055,repro
20061207,120000,54076.5,-2735813.299,-4013142.376,4121159.086,0.00269,0.00382,0.00382,0.826,-0.781,-0.838,40.50478645,235.717218,608.22629,-0.10168,-0.00072,-0.00156,0.00158,0.00129,0.00568,-0.006,-0.041,0.054,repro
20061208,120000,54077.5,-2735813.304,-4013142.379,4121159.089,0.00338,0.00473,0.00476,0.822,-0.781,-0.836,40.50478643,235.717218,608.23232,-0.1033,-0.00256,0.00447,0.00197,0.00163,0.00707,-0.005,-0.034,0.034,repro
20061209,120000,54078.5,-2735813.302,-4013142.379,4121159.093,0.00291,0.00411,0.00407,0.822,-0.779,-0.834,40.50478646,235.717218,608.23387,-0.09976,-0.00064,0.00604,0.00171,0.00141,0.00608,-0.014,-0.057,0.047,repro
20061210,120000,54079.5,-2735813.301,-4013142.38,4121159.092,0.00332,0.00465,0.00458,0.826,-0.783,-0.835,40.50478646,235.717218,608.23336,-0.10057,0.00027,0.00552,0.00192,0.00159,0.00689,-0.013,-0.077,0.03,repro
20061211,120000,54080.5,-2735813.302,-4013142.379,4121159.094,0.00295,0.00416,0.0041,0.818,-0.78,-0.831,40.50478647,235.717218,608.23434,-0.09902,-0.00082,0.00649,0.00173,0.00144,0.00614,-0.03,-0.07,0.043,repro
20061212,120000,54081.5,-2735813.298,-4013142.376,4121159.087,0.00311,0.00441,0.00432,0.829,-0.78,-0.834,40.50478646,235.717218,608.22632,-0.10074,0.00013,-0.00152,0.00183,0.00148,0.0065,-0.011,-0.082,0.05,repro
20061213,120000,54082.5,-2735813.296,-4013142.377,4121159.087,0.00309,0.00433,0.0043,0.82,-0.779,-0.838,40.50478645,235.717218,608.22587,-0.10091,0.00281,-0.00198,0.00178,0.0015,0.00643,0.005,-0.059,0.035,repro
20061214,120000,54083.5,-2735813.296,-4013142.373,4121159.09,0.00301,0.00421,0.00416,0.827,-0.783,-0.842,40.5047865,235.717218,608.2258,-0.09582,0.00106,-0.00204,0.00171,0.00143,0.00625,0.011,-0.069,0.034,repro
20061215,120000,54084.5,-2735813.303,-4013142.379,4121159.092,0.00347,0.00479,0.00467,0.829,-0.779,-0.833,40.50478646,235.717218,608.23382,-0.10049,-0.00141,0.00597,0.002,0.00163,0.00708,0.007,-0.109,0.009,repro
20061216,120000,54085.5,-2735813.301,-4013142.376,4121159.087,0.00277,0.00395,0.0039,0.808,-0.777,-0.835,40.50478645,235.717218,608.22749,-0.10164,-0.00161,-0.00035,0.00162,0.0014,0.00583,-0.029,-0.056,0.067,repro
20061217,120000,54086.5,-2735813.298,-4013142.373,4121159.084,0.00293,0.0041,0.00401,0.822,-0.785,-0.837,40.50478645,235.717218,608.22226,-0.10191,-0.0015,-0.00558,0.00167,0.00142,0.00605,-0.016,-0.092,0.027,repro
20061218,120000,54087.5,-2735813.297,-4013142.372,4121159.084,0.00257,0.00359,0.00351,0.818,-0.784,-0.837,40.50478645,235.717218,608.22121,-0.10092,-0.00025,-0.00664,0.00146,0.00125,0.0053,-0.016,-0.089,0.028,repro
20061219,120000,54088.5,-2735813.301,-4013142.38,4121159.092,0.00274,0.00381,0.00375,0.805,-0.782,-0.832,40.50478646,235.717218,608.23375,-0.10047,0.00035,0.0059,0.00156,0.00138,0.00564,-0.038,-0.074,0.025,repro
20061220,120000,54089.5,-2735813.299,-4013142.375,4121159.09,0.00298,0.00417,0.00413,0.821,-0.788,-0.838,40.50478648,235.717218,608.22795,-0.09858,-0.00126,0.00011,0.0017,0.00144,0.00619,-0.024,-0.064,0.03,repro
20061221,120000,54090.5,-2735813.299,-4013142.38,4121159.094,0.00316,0.00438,0.00428,0.819,-0.783,-0.835,40.50478648,235.717218,608.23369,-0.09833,0.00215,0.00584,0.0018,0.00153,0.00648,-0.016,-0.1,0.014,repro
20061222,120000,54091.5,-2735813.3,-4013142.377,4121159.087,0.00268,0.0038,0.00377,0.822,-0.787,-0.843,40.50478645,235.717218,608.22793,-0.10163,-0.00039,0.00009,0.00153,0.0013,0.00564,-0.013,-0.054,0.052,repro
20061223,120000,54092.5,-2735813.298,-4013142.377,4121159.089,0.00322,0.00453,0.00444,0.826,-0.787,-0.839,40.50478646,235.717218,608.22874,-0.09999,0.00096,0.0009,0.00184,0.00154,0.0067,-0.017,-0.085,0.035,repro
20061224,120000,54093.5,-2735813.296,-4013142.372,4121159.089,0.00304,0.00424,0.00416,0.827,-0.786,-0.842,40.5047865,235.717218,608.22421,-0.09629,-0.00012,-0.00363,0.00172,0.00145,0.00629,0,-0.088,0.026,repro
20061225,120000,54094.5,-2735813.296,-4013142.371,4121159.088,0.00367,0.00512,0.00504,0.825,-0.794,-0.842,40.5047865,235.717218,608.22278,-0.09619,-0.00047,-0.00506,0.00205,0.00175,0.0076,-0.025,-0.081,0.02,repro
20061226,120000,54095.5,-2735813.301,-4013142.379,4121159.092,0.00356,0.00491,0.00485,0.827,-0.784,-0.837,40.50478646,235.717218,608.23296,-0.10038,-0.00026,0.00511,0.00202,0.00169,0.00731,0.002,-0.082,0.006,repro
20061227,120000,54096.5,-2735813.303,-4013142.381,4121159.092,0.00353,0.00487,0.00487,0.825,-0.785,-0.841,40.50478645,235.717218,608.23448,-0.10155,-0.00069,0.00664,0.002,0.00168,0.00728,0.009,-0.059,0.005,repro
20061228,120000,54097.5,-2735813.298,-4013142.374,4121159.086,0.00293,0.00404,0.00389,0.822,-0.783,-0.836,40.50478646,235.717218,608.22431,-0.10015,-0.00041,-0.00353,0.00165,0.00141,0.00594,-0.004,-0.126,0.005,repro
20061229,120000,54098.5,-2735813.299,-4013142.373,4121159.087,0.00291,0.004,0.00389,0.832,-0.788,-0.844,40.50478647,235.717218,608.22548,-0.0995,-0.0015,-0.00236,0.00161,0.00136,0.00593,0.019,-0.119,0.003,repro
20061230,120000,54099.5,-2735813.3,-4013142.375,4121159.089,0.00274,0.00377,0.0037,0.83,-0.789,-0.841,40.50478647,235.717218,608.22805,-0.0991,-0.00119,0.0002,0.00153,0.00128,0.0056,0.003,-0.097,0.002,repro
20061231,120000,54100.5,-2735813.299,-4013142.375,4121159.087,0.00275,0.00382,0.00383,0.829,-0.781,-0.841,40.50478646,235.717218,608.22587,-0.10053,-0.00067,-0.00197,0.00158,0.0013,0.00571,0.022,-0.053,0.023,repro
20070101,120000,54101.5,-2735813.298,-4013142.373,4121159.086,0.00284,0.00388,0.00376,0.832,-0.785,-0.841,40.50478646,235.717218,608.22375,-0.10016,-0.00073,-0.00409,0.00158,0.00132,0.00574,0.022,-0.128,-0.008,repro
20070102,120000,54102.5,-2735813.301,-4013142.377,4121159.089,0.00315,0.0044,0.00437,0.825,-0.787,-0.843,40.50478646,235.717218,608.22956,-0.10057,-0.00124,0.00172,0.00178,0.00151,0.00655,-0.002,-0.063,0.028,repro
20070103,120000,54103.5,-2735813.3,-4013142.379,4121159.093,0.00298,0.00412,0.00408,0.824,-0.781,-0.841,40.50478648,235.717218,608.23312,-0.09832,0.00093,0.00528,0.00169,0.00143,0.00613,0.017,-0.077,0.013,repro
20070104,120000,54104.5,-2735813.299,-4013142.377,4121159.088,0.00327,0.00451,0.00439,0.818,-0.786,-0.841,40.50478645,235.717218,608.22786,-0.10109,-0.00006,0.00002,0.00181,0.00159,0.00667,-0.004,-0.107,0.01,repro
20070105,120000,54105.5,-2735813.299,-4013142.375,4121159.088,0.00299,0.00414,0.00405,0.82,-0.784,-0.843,40.50478647,235.717218,608.2272,-0.09964,-0.00053,-0.00064,0.00167,0.00145,0.00613,0.005,-0.097,0.021,repro
20070106,120000,54106.5,-2735813.297,-4013142.373,4121159.085,0.00305,0.00419,0.00409,0.819,-0.786,-0.845,40.50478646,235.717218,608.22239,-0.10054,-0.00036,-0.00545,0.00167,0.00148,0.00621,0.015,-0.104,0.002,repro
20070107,120000,54107.5,-2735813.296,-4013142.371,4121159.081,0.0026,0.00363,0.00367,0.819,-0.781,-0.841,40.50478645,235.717218,608.21797,-0.10173,-0.00046,-0.00988,0.00149,0.00127,0.00543,0.004,-0.027,0.035,repro
20070108,120000,54108.5,-2735813.295,-4013142.371,4121159.082,0.00289,0.00408,0.00402,0.816,-0.777,-0.837,40.50478645,235.717218,608.21878,-0.10104,-0.00015,-0.00906,0.00167,0.00142,0.00603,-0.008,-0.069,0.055,repro
20070109,120000,54109.5,-2735813.296,-4013142.372,4121159.083,0.00285,0.00406,0.00387,0.814,-0.779,-0.835,40.50478646,235.717218,608.22047,-0.10054,-0.00029,-0.00737,0.00164,0.00142,0.00591,-0.03,-0.128,0.061,repro
20070110,120000,54110.5,-2735813.299,-4013142.375,4121159.087,0.0029,0.00412,0.00402,0.81,-0.765,-0.833,40.50478646,235.717218,608.22598,-0.10057,-0.00056,-0.00186,0.00171,0.00146,0.00604,0.006,-0.081,0.065,repro
20070111,120000,54111.5,-2735813.298,-4013142.374,4121159.087,0.00252,0.00362,0.00355,0.812,-0.773,-0.834,40.50478646,235.717218,608.22514,-0.10008,-0.00084,-0.0027,0.00149,0.00126,0.00532,-0.02,-0.066,0.082,repro
20070112,120000,54112.5,-2735813.298,-4013142.375,4121159.088,0.00254,0.00355,0.00346,0.815,-0.778,-0.838,40.50478647,235.717218,608.22626,-0.09924,-0.00025,-0.00158,0.00145,0.00125,0.00523,0.001,-0.094,0.036,repro
20070113,120000,54113.5,-2735813.296,-4013142.372,4121159.086,0.00248,0.00348,0.00338,0.815,-0.776,-0.839,40.50478647,235.717218,608.22261,-0.09887,-0.00017,-0.00524,0.00142,0.00122,0.00512,0.006,-0.1,0.041,repro
20070114,120000,54114.5,-2735813.294,-4013142.369,4121159.083,0.00263,0.0037,0.00358,0.803,-0.77,-0.834,40.50478647,235.717218,608.21751,-0.09899,0.00024,-0.01034,0.00151,0.00134,0.00542,-0.008,-0.101,0.05,repro
20070115,120000,54115.5,-2735813.295,-4013142.369,4121159.083,0.00256,0.0036,0.0035,0.814,-0.774,-0.839,40.50478647,235.717218,608.21829,-0.09912,-0.00056,-0.00955,0.00147,0.00127,0.00529,0.009,-0.096,0.047,repro
20070116,120000,54116.5,-2735813.297,-4013142.372,4121159.087,0.00303,0.00427,0.00412,0.819,-0.778,-0.835,40.50478648,235.717218,608.223,-0.09845,-0.00051,-0.00485,0.00175,0.00148,0.00626,-0.013,-0.113,0.048,repro
20070117,120000,54117.5,-2735813.296,-4013142.373,4121159.086,0.00287,0.00401,0.00388,0.816,-0.775,-0.831,40.50478647,235.717218,608.2235,-0.09937,0.00056,-0.00435,0.00166,0.00141,0.00589,-0.009,-0.106,0.031,repro
20070118,120000,54118.5,-2735813.294,-4013142.368,4121159.083,0.0029,0.00409,0.00392,0.812,-0.775,-0.837,40.50478648,235.717218,608.21666,-0.09824,-0.00026,-0.01117,0.00165,0.00145,0.00597,-0.006,-0.12,0.05,repro
20070119,120000,54119.5,-2735813.297,-4013142.372,4121159.084,0.00273,0.00383,0.00378,0.821,-0.773,-0.844,40.50478646,235.717218,608.22163,-0.10067,-0.00043,-0.00621,0.00156,0.00132,0.00567,0.036,-0.069,0.046,repro
20070120,120000,54120.5,-2735813.298,-4013142.374,4121159.09,0.00279,0.00394,0.00387,0.816,-0.768,-0.835,40.50478649,235.717218,608.22729,-0.09726,-0.00095,-0.00055,0.00164,0.00137,0.00581,0.017,-0.072,0.054,repro
20070121,120000,54121.5,-2735813.297,-4013142.374,4121159.089,0.0027,0.00382,0.00367,0.812,-0.773,-0.834,40.50478648,235.717218,608.22597,-0.09797,0.00002,-0.00187,0.00157,0.00135,0.00558,-0.012,-0.114,0.055,repro
20070122,120000,54122.5,-2735813.299,-4013142.375,4121159.089,0.00238,0.00339,0.00335,0.815,-0.77,-0.839,40.50478647,235.717218,608.22688,-0.09906,-0.00067,-0.00097,0.00139,0.00118,0.00501,0.014,-0.059,0.073,repro
20070123,120000,54123.5,-2735813.296,-4013142.371,4121159.084,0.00242,0.00345,0.00339,0.815,-0.772,-0.84,40.50478647,235.717218,608.22027,-0.09909,-0.00052,-0.00757,0.00141,0.0012,0.00508,0.008,-0.066,0.072,repro
20070124,120000,54124.5,-2735813.299,-4013142.376,4121159.09,0.00253,0.00359,0.00354,0.812,-0.768,-0.837,40.50478647,235.717218,608.22822,-0.09918,-0.0005,0.00037,0.00148,0.00126,0.00529,0.011,-0.062,0.068,repro
20070125,120000,54125.5,-2735813.298,-4013142.374,4121159.09,0.0027,0.0038,0.00367,0.808,-0.768,-0.832,40.50478648,235.717218,608.22666,-0.09751,-0.00055,-0.00119,0.00157,0.00136,0.00556,-0.002,-0.104,0.055,repro
20070126,120000,54126.5,-2735813.299,-4013142.374,4121159.09,0.00264,0.00367,0.00358,0.81,-0.771,-0.834,40.50478648,235.717218,608.22785,-0.09785,-0.00081,0.00002,0.00152,0.00131,0.00541,0.005,-0.092,0.036,repro
20070127,120000,54127.5,-2735813.299,-4013142.377,4121159.092,0.00254,0.00361,0.00355,0.811,-0.767,-0.829,40.50478648,235.717218,608.23061,-0.09826,0,0.00276,0.00152,0.00127,0.00531,-0.008,-0.062,0.066,repro
20070128,120000,54128.5,-2735813.298,-4013142.374,4121159.089,0.00245,0.00352,0.00345,0.801,-0.761,-0.833,40.50478648,235.717218,608.22684,-0.0985,-0.00054,-0.001,0.00146,0.00127,0.00515,0.003,-0.059,0.086,repro
20070129,120000,54129.5,-2735813.299,-4013142.377,4121159.091,0.0023,0.00324,0.00323,0.812,-0.765,-0.834,40.50478647,235.717218,608.22967,-0.09908,0.00012,0.00183,0.00136,0.00114,0.0048,0.019,-0.043,0.06,repro
20070130,120000,54130.5,-2735813.299,-4013142.376,4121159.09,0.00259,0.00362,0.00354,0.808,-0.762,-0.827,40.50478647,235.717218,608.22927,-0.09885,-0.00032,0.00143,0.00154,0.0013,0.00532,0.009,-0.082,0.04,repro
20070131,120000,54131.5,-2735813.301,-4013142.38,4121159.094,0.00261,0.00371,0.00354,0.807,-0.765,-0.831,40.50478647,235.717218,608.23464,-0.09873,0.00044,0.0068,0.00153,0.00132,0.00539,-0.006,-0.122,0.07,repro
20070201,120000,54132.5,-2735813.299,-4013142.377,4121159.091,0.00259,0.00361,0.00351,0.808,-0.761,-0.827,40.50478647,235.717218,608.22949,-0.09886,0.00054,0.00165,0.00153,0.0013,0.0053,0.012,-0.097,0.038,repro
20070202,120000,54133.5,-2735813.299,-4013142.377,4121159.091,0.00259,0.00365,0.0035,0.82,-0.78,-0.833,40.50478648,235.717218,608.23037,-0.09856,0.00024,0.00252,0.0015,0.00126,0.00534,-0.025,-0.119,0.044,repro
20070203,120000,54134.5,-2735813.299,-4013142.377,4121159.091,0.00277,0.00389,0.00375,0.818,-0.778,-0.835,40.50478647,235.717218,608.22988,-0.09869,0.00043,0.00204,0.00159,0.00135,0.0057,-0.009,-0.112,0.041,repro
20070204,120000,54135.5,-2735813.298,-4013142.376,4121159.091,0.00278,0.00388,0.00376,0.814,-0.777,-0.832,40.50478648,235.717218,608.22892,-0.09799,0.00036,0.00108,0.0016,0.00137,0.0057,-0.015,-0.108,0.035,repro
20070205,120000,54136.5,-2735813.296,-4013142.374,4121159.09,0.00258,0.00363,0.0036,0.816,-0.766,-0.834,40.50478649,235.717218,608.22592,-0.0969,0.00083,-0.00192,0.00153,0.00127,0.00537,0.02,-0.055,0.048,repro
20070206,120000,54137.5,-2735813.3,-4013142.376,4121159.096,0.0031,0.00433,0.00427,0.822,-0.771,-0.832,40.50478651,235.717218,608.23371,-0.09481,-0.00111,0.00587,0.00182,0.00149,0.00641,0.012,-0.075,0.034,repro
20070207,120000,54138.5,-2735813.299,-4013142.374,4121159.094,0.00333,0.00462,0.00455,0.826,-0.775,-0.836,40.50478651,235.717218,608.23057,-0.0951,-0.00139,0.00272,0.00193,0.00159,0.00685,0.02,-0.086,0.022,repro
20070208,120000,54139.5,-2735813.297,-4013142.373,4121159.092,0.00289,0.004,0.00397,0.818,-0.777,-0.833,40.50478651,235.717218,608.22727,-0.09455,0.00007,-0.00057,0.00167,0.00141,0.00594,-0.001,-0.066,0.018,repro
20070209,120000,54140.5,-2735813.296,-4013142.369,4121159.09,0.00287,0.00399,0.00397,0.819,-0.766,-0.832,40.50478652,235.717218,608.22288,-0.09391,-0.00153,-0.00496,0.00169,0.00139,0.00592,0.026,-0.061,0.032,repro
20070210,120000,54141.5,-2735813.297,-4013142.376,4121159.09,0.00319,0.00446,0.00438,0.824,-0.776,-0.836,40.50478648,235.717218,608.22785,-0.09839,0.0014,0.00001,0.00185,0.00153,0.00659,0.01,-0.081,0.031,repro
